fecha,monto,referencia
2016-04-09,1554.02,61004
2014-12-16,3356.17,53190
2012-07-25,1395.85,45404
2021-09-15,2482.89,72832
2017-01-10,4419.93,70825
2019-05-31,4147.72,53832
2023-10-24,2762.8,42199
2014-02-11,4182.2,80297
2012-01-02,2021.08,16395
2023-12-26,4891.16,30610
2022-01-16,2776.57,92789
2011-10-19,3906.49,25958
2016-08-29,4253.56,61251
2024-02-01,2092.35,80596
2024-08-26,3168.34,42262
2018-06-02,1344.84,75727
2019-05-25,4780.42,54331
2016-06-16,691.15,62163
2021-05-14,1873.53,91964
2025-04-15,1715.14,99994
2022-04-12,3242.16,25569
2015-10-12,2440.31,52161
2018-07-02,3352.14,49678
2011-10-18,4220.86,32738
2011-08-27,4321.04,77931
2017-02-27,2180.44,67415
2024-03-09,4469.99,84761
2024-03-18,208.07,82335
2025-02-11,2062.52,89893
2014-08-22,2878.11,15932
2020-07-08,2423.8,45955
2019-04-21,3129.62,30448
2014-04-03,531.6,84797
2016-03-21,3014.08,12959
2017-06-15,3489.13,13855
2017-09-20,4519.46,55441
2017-10-28,4605.86,30350
2021-02-12,4352.81,43374
2018-03-16,2011.33,66814
2023-04-03,4875.24,53309
2020-05-13,1747.29,88051
2012-10-27,2948.44,29257
2022-12-20,4808.02,99498
2023-05-02,2224.05,12601
2024-09-21,4936.51,12767
2016-08-16,1958.32,55896
2013-03-11,3823.27,60815
2021-09-03,1987.8,11462
2023-09-12,1734.77,51958
2019-08-22,2741.56,17716
2013-06-28,318.38,85318
2024-09-30,4424.75,19108
2015-02-02,2901.22,16160
2019-08-03,4437.69,85137
2014-11-07,3768.96,83733
2013-07-31,4517.51,29825
2014-01-27,119.4,79257
2011-09-20,418.48,12771
2021-12-21,3849.01,42680
2015-02-18,4539.78,11043
2023-05-12,2711.12,74990
2021-01-28,992.41,33639
2020-04-24,1792.68,78057
2021-10-31,4629.43,63104
2017-07-04,184.81,18482
2015-04-25,1607.94,79457
2021-03-19,1132.74,49117
2024-04-25,819.22,71213
2022-07-15,3910.16,59158
2018-08-02,143.28,29301
2019-05-17,3750.86,90247
2019-06-16,1414.21,90149
2021-07-19,1990.63,65881
2012-11-22,992.97,13093
2011-09-21,469.53,19994
2015-06-02,4635.59,31789
2022-08-29,1277.93,18810
2018-04-09,4901.59,86206
2012-03-21,1074.16,36539
2011-10-19,425.83,63354
2021-01-11,1137.35,96065
2023-03-12,3889.73,79756
2019-08-16,4263.55,45974
2014-03-18,3238.02,61902
2017-12-18,1642.99,90622
2024-11-20,214.28,36264
2024-04-13,2217.82,85833
2022-10-09,666.37,83130
2016-07-23,3514.96,60153
2021-06-11,1087.16,83502
2017-12-17,3307.91,57076
2016-01-28,4813.38,80378
2018-05-21,152.79,80064
2019-12-26,3407.11,22802
2021-05-29,4031.43,53629
2011-12-16,522.56,36701
2015-05-27,4916.49,45492
2015-04-30,340.24,11337
2021-03-07,3317.3,29709
2021-10-01,3900.95,83531
2012-11-25,4348.65,66841
2016-11-24,3976.89,19890
2017-02-02,3627.41,28318
2023-12-05,257.43,92430
2013-04-09,4471.99,68765
2015-12-03,1352.28,73157
2022-11-06,2774.38,42006
2017-12-19,3150.59,16844
2015-03-11,621.97,59409
2019-10-05,4431.1,75577
2022-06-23,3311.28,36459
2021-12-27,3853.23,20980
2014-12-06,2187.18,94089
2013-12-26,141.63,89989
2012-03-23,293.83,58340
2024-11-20,3959.01,18003
2016-12-24,3389.09,45019
2014-05-26,4857.08,12048
2023-02-28,3507.29,49151
2015-10-26,3297.29,39050
2023-06-06,1002.45,43134
2013-01-17,3519.83,64743
2022-09-07,4134.5,23003
2017-06-23,843.34,16829
2015-04-01,1549.34,25989
2016-08-05,1084.89,11523
2019-08-20,1922.85,57048
2013-01-10,2005.74,57220
2019-01-31,3843.31,26365
2019-12-12,4835.05,68302
2014-09-27,4165.27,60505
2022-04-05,2163.22,98752
2014-04-28,1006.94,18896
2016-07-02,2806.07,32031
2011-10-07,3778.5,76420
2025-01-18,177.29,94639
2023-12-17,3712.26,46852
2020-05-23,2339.15,42995
2018-08-22,1033.42,67529
2012-08-20,3178.0,58070
2024-07-17,502.86,69846
2017-03-29,1373.02,32072
2014-04-04,3883.3,63748
2017-04-08,399.8,62470
2017-12-23,4422.27,86733
2015-12-16,4874.85,93335
2016-12-27,4682.29,49872
2016-08-15,2921.29,21169
2025-02-22,271.48,10466
2014-08-11,987.56,53429
2013-05-02,1351.5,45025
2024-07-11,654.61,90824
2024-03-29,864.39,61332
2018-05-04,3936.48,46511
2011-12-07,2949.75,41959
2013-04-01,4612.19,44180
2020-06-27,4813.73,94901
2017-10-11,4188.69,70995
2012-02-24,1342.59,35918
2017-03-14,1240.82,15878
2014-12-02,1442.24,78555
2018-03-20,674.31,95595
2024-02-01,377.24,63369
2017-06-25,2057.84,23294
2013-06-01,139.55,35112
2018-04-08,3611.1,50793
2012-12-06,1416.51,70725
2018-05-20,3307.33,27254
2024-02-25,2249.52,80780
2018-03-06,1108.91,54585
2016-01-27,3181.12,88359
2019-01-09,3905.31,94011
2022-04-02,3652.44,66881
2012-07-21,4465.99,11260
2015-01-06,4971.27,79288
2024-04-15,2123.1,68938
2014-01-12,4600.87,63564
2018-11-25,1751.58,18998
2023-06-02,468.15,70301
2018-02-07,1285.76,84962
2018-08-18,4750.78,85083
2018-11-11,4708.91,40285
2016-03-11,4914.29,53701
2017-07-06,2439.32,84397
2011-09-27,4926.21,98694
2013-11-30,470.67,88956
2017-02-16,1009.77,54800
2023-05-11,4197.25,81389
2015-07-25,796.63,44802
2024-07-14,2716.2,65313
2018-01-13,3297.07,54093
2017-02-13,4551.07,50768
2012-01-08,4306.51,39104
2016-02-19,4459.77,50251
2023-12-05,521.1,51716
2012-12-24,1226.01,79775
2020-06-03,2719.45,25901
2025-03-06,2125.42,56809
2023-01-09,969.31,36682
2020-01-16,4661.13,36351
2021-01-30,3993.27,68413
2012-10-21,763.1,54514
2017-10-03,2840.49,65082
2021-10-22,747.97,80131
2016-09-03,2539.42,79713
2020-02-20,2231.1,88780
2014-11-06,1309.67,26450
2016-02-18,2229.31,48790
2022-07-13,893.97,99577
2013-08-03,1283.29,15409
2016-03-06,1900.43,34979
2022-10-30,4597.65,18541
2016-06-14,1425.16,59473
2022-10-07,4495.96,72485
2021-11-29,888.23,20381
2024-04-15,4334.74,22078
2020-11-06,1519.62,25545
2022-02-07,737.67,68506
2013-08-13,497.65,69604
2022-04-08,698.42,93837
2020-03-05,2034.42,90921
2025-01-15,4814.62,21510
2016-05-27,3647.82,33043
2018-12-10,2218.86,31649
2015-06-01,2628.71,78812
2021-06-22,2225.55,84074
2015-11-05,158.49,34523
2015-07-05,1672.53,83464
2017-09-08,4500.45,80726
2022-12-01,3800.4,45785
2015-08-28,2875.18,61686
2017-12-02,2229.0,42087
2014-09-13,3404.01,59766
2023-04-12,1593.18,30653
2014-12-15,557.33,50349
2025-03-08,1203.06,75099
2015-12-30,1641.43,72632
2024-07-13,2188.2,11334
2024-09-16,4676.05,86496
2021-05-10,2889.77,92314
2015-04-09,657.21,74106
2020-05-08,776.53,95637
2023-05-02,1567.16,94473
2013-11-10,2577.83,58856
2022-11-30,1248.05,73479
2019-06-17,4376.81,33296
2014-12-06,151.09,65176
2015-12-29,1800.2,40976
2020-03-05,3146.55,96392
2014-04-18,2298.06,36318
2018-03-19,1378.58,45801
2025-02-14,2046.79,33664
2022-04-24,1400.63,90005
2022-12-09,1454.7,31594
2018-01-15,4864.11,87659
2018-02-15,2096.58,61542
2024-06-03,4641.46,23636
2020-03-02,4602.85,82073
2020-11-08,1599.86,23462
2017-05-26,4760.55,89845
2016-12-27,770.66,39405
2024-11-25,325.39,96321
2021-03-11,176.52,33698
2013-11-27,4496.02,27738
2014-04-04,238.73,28243
2018-01-14,132.99,67805
2022-04-21,3911.54,63417
2020-06-23,1925.12,84568
2018-10-12,1786.63,96322
2021-09-08,3154.96,30483
2022-12-10,521.6,22543
2016-06-13,1575.2,76105
2021-08-25,437.26,64511
2023-12-23,4956.0,15205
2022-02-17,1238.04,55713
2019-05-04,745.92,56158
2020-02-19,3115.95,98512
2024-04-17,836.47,94885
2022-11-13,795.89,92801
2024-08-14,1900.88,40730
2022-12-23,2853.51,20799
2023-09-01,4009.5,80161
2021-09-16,2309.57,63975
2018-01-08,4598.63,79231
2019-12-05,2949.66,69871
2019-10-11,1870.08,73915
2022-05-08,1285.2,76447
2017-06-07,4083.32,69579
2015-04-14,4194.8,67358
2018-05-02,2744.92,12551
2025-02-04,1593.73,80627
2013-03-18,3292.07,94724
2021-11-17,416.69,79303
2019-08-10,2128.92,61054
2013-06-10,925.79,75679
2013-05-21,4799.62,94617
2022-03-29,4636.06,42285
2017-04-16,2441.18,29410
2013-10-22,2448.05,86439
2014-09-26,3682.27,69273
2011-10-26,1297.62,97558
2017-04-08,1862.37,23471
2020-01-13,4560.13,94746
2019-07-19,3603.07,78945
2024-12-07,3733.66,76387
2023-08-02,2248.72,37438
2016-09-14,4377.73,86544
2015-05-20,3732.67,13316
2023-12-07,4339.31,60158
2015-02-08,3454.34,26050
2024-04-26,4309.02,15128
2024-03-31,2438.17,44090
2021-03-09,1550.85,25057
2020-01-29,857.73,84849
2017-10-23,3358.25,76472
2018-03-29,111.81,55961
2023-05-24,2134.01,94852
2013-06-04,1298.36,66611
2012-12-16,3517.7,98226
2024-12-17,3065.42,93966
2020-10-16,1433.12,61590
2014-06-24,640.78,86181
2012-12-11,2980.7,30673
2024-09-08,329.12,75240
2019-12-30,1962.23,42977
2015-05-17,2053.68,39413
2015-12-02,2832.46,42540
2021-03-14,1404.77,74689
2016-07-14,2610.72,73961
2019-12-30,2258.11,39928
2015-04-05,3105.19,43408
2016-11-04,146.68,49155
2022-10-12,4430.63,66167
2018-09-09,4433.14,89797
2023-05-18,907.57,96325
2025-03-14,3615.21,38973
2011-08-30,4955.51,31303
2023-11-22,4487.01,66099
2016-09-12,4265.17,51361
2022-03-07,1219.47,61926
2023-11-05,2395.08,66273
2013-01-13,2412.67,85571
2024-03-02,2569.1,97765
2024-10-16,435.14,51089
2021-04-16,385.73,97451
2012-08-17,3291.51,96119
2021-08-14,3587.72,97391
2015-11-01,4693.37,43686
2024-04-05,990.84,48402
2023-09-03,4346.26,91784
2012-07-26,2848.08,10685
2016-02-15,2918.33,37954
2017-09-12,4615.01,95285
2022-01-24,2891.02,42641
2011-09-10,1376.12,35851
2022-09-06,303.73,15613
2016-06-15,4692.38,66523
2011-11-28,1729.63,51120
2019-05-28,2496.06,64736
2012-12-29,933.36,83662
2013-05-03,3030.05,56648
2011-09-05,1579.69,29951
2018-10-12,2412.82,65133
2012-12-20,2628.25,65138
2019-05-26,4366.95,18720
2024-07-13,3103.16,46037
2021-10-21,128.47,96469
2020-12-14,1518.95,56578
2017-01-22,2859.6,65153
2019-06-28,2635.77,24116
2020-02-03,2801.13,33823
2015-09-19,2303.91,82068
2012-05-31,1493.36,30469
2016-06-25,4877.89,99898
2017-12-31,1124.96,30713
2020-02-18,2990.29,38512
2015-07-17,2095.14,29298
2014-09-16,2045.15,23430
2020-04-12,4862.18,55233
2016-08-19,1861.53,91600
2024-04-13,4825.21,15189
2013-08-12,648.99,27389
2017-07-10,946.69,81373
2012-06-25,1903.91,25300
2023-01-15,1625.25,36918
2017-09-19,428.17,53684
2015-03-03,4325.88,54933
2018-10-12,2068.86,69487
2023-10-12,380.67,59130
2013-12-22,3329.84,41345
2013-05-04,2259.49,85996
2023-01-02,657.78,34089
2013-04-18,4718.09,15684
2017-01-10,2014.36,60082
2020-03-21,994.67,47217
2019-09-24,1232.04,73168
2017-01-09,2179.83,33684
2012-12-22,1736.61,99295
2022-12-20,3856.2,79834
2013-01-29,451.54,78066
2012-11-22,3110.24,85415
2022-04-16,1179.81,82362
2022-04-21,1085.93,62853
2018-08-08,3834.53,13033
2013-04-29,2204.15,92548
2022-01-16,3088.94,78566
2015-04-22,1884.28,37154
2024-03-07,3587.33,81028
2016-06-04,4015.13,23343
2018-03-23,2246.36,58930
2023-05-25,3776.98,11454
2019-12-11,2499.76,37383
2013-08-13,4476.29,22157
2013-05-20,3355.26,97524
2017-11-16,3211.67,60381
2018-06-19,2508.71,62158
2015-10-09,679.7,91476
2020-03-10,789.72,33281
2017-04-30,4765.34,93226
2021-11-25,3892.13,85155
2018-06-11,4640.75,46930
2020-05-24,2840.6,76701
2015-08-15,477.02,80149
2023-03-29,4195.65,36749
2022-02-10,301.7,75857
2021-10-21,3374.13,76266
2013-04-27,4196.29,34791
2013-09-14,870.3,87649
2019-11-25,3122.25,42642
2023-09-28,2169.74,75255
2016-05-18,1524.45,73742
2022-12-31,463.65,73502
2014-10-26,1235.35,92740
2022-06-04,4251.62,92020
2023-04-20,2702.21,37866
2017-07-16,2543.58,65400
2017-12-16,4395.04,51836
2020-04-09,3025.0,40256
2025-01-13,4118.55,32422
2022-02-07,2444.31,94601
2014-05-21,223.93,12306
2020-02-22,1841.55,27199
2015-02-22,4336.07,31306
2012-11-12,3108.26,56355
2018-06-05,1431.78,83101
2016-04-11,2319.67,13236
2013-08-16,1415.36,93975
2016-09-22,2709.11,30795
2013-08-27,2763.47,18943
2013-07-10,1550.31,30921
2022-09-18,4425.03,66081
2023-08-30,723.8,14954
2023-08-29,4505.97,77550
2022-01-21,1689.22,51112
2013-03-10,2757.47,12560
2017-12-12,1972.94,62143
2017-03-12,1658.5,38397
2022-02-19,802.35,92968
2024-01-19,2213.12,31232
2016-09-05,2971.51,89963
2014-01-21,419.27,20586
2024-01-20,3931.66,75735
2014-04-08,611.46,53529
2018-01-24,2750.85,67978
2021-12-11,1933.3,82405
2017-06-03,2604.22,20582
2015-06-19,192.13,11022
2023-11-29,4952.16,23655
2023-10-02,1252.44,75217
2023-09-07,2504.72,17925
2018-03-27,3849.59,69447
2025-03-02,1342.97,74476
2022-02-06,2481.31,71552
2025-04-14,965.0,67193
2012-05-31,469.79,53047
2015-09-16,2481.37,36125
2014-09-13,4754.56,96056
2017-05-06,687.02,27964
2014-07-02,958.45,65730
2022-04-12,3682.64,74709
2015-11-04,794.45,11120
2014-06-29,138.71,47859
2017-06-05,3843.6,43803
2023-03-05,1713.05,11458
2014-09-21,2070.15,31055
2013-12-16,1773.44,19975
2017-12-18,4460.91,45683
2021-03-03,4067.89,94898
2013-11-18,3059.45,62483
2016-03-21,4058.41,83971
2012-02-20,3732.88,67537
2022-10-27,4518.62,93317
2014-04-11,2398.87,80093
2017-08-20,3837.5,88205
2024-11-27,1697.63,37209
2016-08-08,1439.06,75251
2015-10-15,1789.04,53763
2013-01-25,1878.22,64360
2024-01-17,1483.4,44959
2024-11-26,1408.69,65160
2016-07-12,2243.57,61099
2018-05-03,4178.45,59109
2013-09-01,1054.74,53426
2021-06-29,4471.65,29928
2024-07-29,765.24,55663
2021-05-31,2539.61,42358
2022-12-01,2594.53,89057
2017-06-15,4690.08,56327
2013-07-05,2753.49,59854
2012-11-27,1147.23,93534
2024-03-08,117.38,70124
2012-01-07,1937.89,79069
2020-06-22,3088.48,94314
2021-07-19,1009.74,27907
2020-05-13,3237.97,53757
2015-07-01,1501.53,93644
2012-04-25,2747.95,80341
2018-05-04,1534.13,39010
2021-11-11,1467.69,83743
2020-10-18,1592.03,88455
2016-08-07,3278.39,45255
2013-12-20,2002.42,33483
2021-02-02,2302.68,53506
2016-01-14,2789.93,26589
2022-04-05,3152.08,93071
2021-08-06,762.2,62927
2014-07-07,1933.28,49464
2024-02-11,4457.02,36417
2018-01-17,4587.57,46177
2016-10-05,686.78,56664
2019-05-15,4336.47,62316
2024-09-10,3852.9,11382
2019-02-20,879.76,52211
2022-08-05,4239.78,92825
2019-02-03,3385.76,15417
2020-07-03,2630.85,67784
2012-11-14,4197.18,34252
2015-01-13,489.55,18442
2017-07-26,2611.61,28058
2020-04-20,4519.07,31148
2017-07-22,4993.86,71078
2021-03-28,4385.18,76568
2013-05-02,1570.09,52321
2015-11-13,4170.07,34036
2023-02-09,3112.84,28013
2012-08-24,4819.8,76463
2025-03-24,4879.73,27661
2016-02-26,2091.43,93684
2022-01-17,2269.24,68524
2013-09-19,2758.85,31380
2021-05-30,2024.34,83723
2012-03-24,2710.21,18759
2022-02-19,1297.32,99295
2020-11-30,1522.48,36744
2022-05-31,3570.82,99606
2018-11-17,4886.96,44399
2013-06-07,1186.11,64973
2012-09-11,2474.37,68658
2021-01-25,1197.9,84325
2013-04-06,2129.91,79115
2018-11-23,188.31,38629
2019-10-06,4239.71,20280
2019-08-06,2996.72,57248
2013-02-22,1767.17,70510
2014-05-11,4543.92,90953
2015-07-30,987.84,43392
2023-09-23,4149.43,70123
2012-09-15,218.54,81242
2024-09-03,3183.88,72368
2018-04-19,3502.8,63930
2015-08-05,2085.58,31154
2016-05-08,1603.76,61843
2024-04-18,550.82,62122
2012-02-14,3260.88,25034
2012-04-03,1443.21,47034
2021-02-26,4704.61,17137
2015-11-11,3147.05,98656
2017-09-10,328.12,81608
2021-03-22,2722.16,15730
2013-05-03,2571.59,52941
2015-11-30,4987.66,83587
2023-11-27,4304.27,54609
2021-11-15,3169.93,13467
2014-05-25,1720.94,88663
2021-04-25,2450.58,82614
2024-09-12,2605.97,82519
2021-03-24,1976.45,44096
2014-03-23,1121.91,97223
2019-06-21,3190.56,88940
2024-10-14,2714.87,45739
2015-06-03,4182.84,29623
2015-05-12,1278.12,11049
2019-05-12,3621.01,50174
2022-06-04,3174.02,14333
2018-04-08,2644.63,85007
2018-06-20,267.52,61706
2022-07-15,1011.53,14983
2013-10-08,1625.31,52203
2015-08-06,1195.26,31215
2025-01-28,193.64,70437
2021-11-04,2393.17,41369
2017-05-13,902.66,72183
2020-01-02,2143.28,50046
2014-05-25,3441.86,71125
2017-04-07,212.17,46065
2017-07-07,1018.82,22913
2014-10-02,1850.75,61190
2013-08-14,727.78,76916
2016-03-02,516.41,32498
2021-01-21,4623.38,52366
2024-04-24,3328.41,69447
2020-04-01,290.83,68028
2013-04-05,2084.5,95137
2019-12-09,4433.69,78108
2022-12-01,2004.47,13032
2020-07-10,1979.62,74681
2014-09-18,1757.34,14896
2024-12-16,3940.44,25835
2021-06-03,2476.83,26123
2021-04-27,3618.12,96322
2013-04-29,381.14,72859
2020-09-20,768.31,59076
2023-10-18,2600.29,38445
2019-10-31,2708.6,18091
2019-06-11,3927.24,67427
2025-02-20,3450.11,16001
2025-01-04,153.08,97278
2023-06-04,1431.16,76580
2011-12-04,1451.66,40246
2017-01-16,1808.21,19485
2024-04-28,1386.42,22517
2016-03-14,1074.32,16345
2020-06-02,133.93,56137
2012-05-28,2133.2,44011
2019-08-21,3622.12,64798
2024-12-13,1719.46,83925
2020-02-02,1680.92,64474
2014-11-13,2301.38,69137
2018-03-17,2300.13,32190
2014-09-26,3238.88,96825
2014-12-09,4739.36,41983
2021-03-12,1244.76,31729
2022-12-27,2443.54,33987
2019-10-05,3081.07,83336
2018-01-19,2497.8,75252
2021-03-12,3813.46,69855
2022-11-21,2869.45,33989
2023-02-23,4281.31,42902
2018-11-18,4260.17,30105
2019-05-31,3034.99,78794
2016-09-23,3255.1,29985
2024-12-29,1060.46,38567
2017-08-12,2989.07,50286
2018-01-24,4697.8,16873
2017-05-13,3211.09,50510
2022-11-04,1925.7,45044
2021-06-06,3957.68,45852
2018-07-05,2050.51,72732
2021-08-10,2766.96,38865
2012-01-20,467.59,94470
2020-02-01,4083.26,97464
2014-10-13,1594.5,72611
2020-05-27,1713.31,69904
2015-11-10,4028.25,72431
2022-05-31,881.82,16945
2019-03-12,2841.14,28643
2014-04-03,1509.79,65195
2019-10-30,1968.77,66994
2019-11-25,1759.34,42250
2017-07-15,2422.23,40063
2022-04-30,2786.53,63660
2024-07-11,2703.93,12190
2013-11-16,4876.75,64916
2014-07-24,4263.5,75822
2018-11-23,2271.45,97195
2012-03-11,4633.99,61701
2013-08-17,4191.46,91530
2016-05-01,1819.8,37926
2017-07-22,791.99,35851
2021-04-13,4277.55,99260
2020-04-22,2387.91,37317
2019-01-16,4907.9,74631
2021-07-27,3044.8,17622
2021-07-06,3417.38,60039
2020-10-05,4828.07,94692
2024-11-08,337.18,35365
2024-12-10,3663.01,47693
2012-02-22,2924.03,54094
2021-07-18,1470.9,26375
2019-04-06,1130.12,87947
2013-12-05,3139.63,35039
2020-09-09,4894.99,67908
2017-07-22,4707.83,24971
2013-12-28,1124.59,10872
2024-08-01,3308.05,15812
2024-04-29,1774.58,26716
2016-08-30,4754.62,71015
2015-04-25,545.4,52449
2022-09-23,2470.34,89522
2021-02-25,3446.67,93869
2014-07-06,2481.06,70277
2022-06-28,157.75,23718
2011-11-10,2514.7,30771
2023-02-14,928.6,10088
2021-02-04,4198.06,64819
2015-10-22,3439.04,31614
2025-04-10,1871.71,14246
2013-01-24,540.67,17977
2022-07-11,3977.68,81431
2017-04-29,2097.16,67748
2021-12-09,1281.91,51249
2014-11-21,1615.46,34195
2018-04-30,3552.44,34363
2016-06-29,2226.41,74562
2012-04-15,929.41,14773
2024-03-09,3635.37,24798
2012-06-29,877.17,34524
2024-12-03,1357.85,20946
2024-02-20,974.13,92825
2013-12-28,1854.77,88609
2015-11-12,1347.6,41079
2020-04-20,1432.78,51445
2020-01-27,4410.76,79681
2021-02-16,4517.73,88622
2023-10-13,4168.81,70859
2012-12-04,3611.03,94629
2022-02-07,2575.95,65249
2011-11-02,4311.0,20831
2021-03-15,3091.23,53056
2022-11-30,2968.82,57042
2022-09-21,4189.01,78894
2013-06-08,2033.91,46775
2012-08-24,4824.38,18279
2014-10-16,2986.15,16594
2017-11-06,4041.53,46454
2023-10-13,3382.17,84943
2014-07-19,1986.71,11751
2013-03-07,3828.26,42142
2024-10-12,2444.48,30468
2015-05-31,4306.05,38534
2019-04-07,2354.36,56780
2024-08-02,3267.87,50260
2016-09-22,3190.41,39894
2020-05-02,4261.41,12350
2019-01-12,4636.33,44163
2017-10-21,1353.18,26974
2020-03-26,598.15,73219
2025-01-07,4823.6,90437
2022-03-28,3043.83,15174
2024-06-23,358.73,47317
2020-02-12,1392.81,66293
2015-10-28,2173.42,55894
2020-10-03,331.47,63986
2013-01-16,1979.53,51618
2022-01-17,4301.74,39831
2025-01-24,1951.37,65668
2013-01-14,2624.13,35312
2024-05-22,3944.75,94632
2019-12-30,1453.83,27145
2014-06-22,1078.17,48193
2016-12-29,2280.58,84453
2017-04-07,4372.47,47651
2019-07-16,887.09,17614
2011-10-19,2350.0,57609
2018-01-06,382.38,72365
2019-03-03,2112.85,52821
2019-03-16,2409.12,45617
2012-01-08,3469.38,73758
2020-11-02,1814.58,90252
2021-01-15,3348.41,92129
2017-09-08,4011.68,20779
2020-07-16,2606.38,95127
2021-06-14,100.45,21628
2023-06-05,1608.93,36830
2023-08-27,547.03,96400
2025-03-29,2641.69,28324
2014-11-15,1548.43,55509
2013-06-27,575.27,23627
2017-10-01,3590.0,72225
2019-06-03,937.03,76446
2018-05-25,4737.34,42121
2019-04-06,578.81,29122
2022-10-25,2101.1,42631
2023-04-24,2358.95,58996
2013-09-28,1856.43,29447
2012-05-06,744.57,25551
2022-04-26,3265.39,80001
2024-02-17,417.46,24412
2022-12-07,1351.83,60156
2011-12-13,1046.89,65246
2024-10-29,2888.18,19363
2016-04-09,4360.49,71662
2015-05-22,2851.22,87426
2014-08-31,4892.7,53140
2024-11-04,3533.18,50043
